activity	time	p	p_peak	p_smooth
Boating	1045.0	4.0695298223139033e-4	0.6042189774584723	0.6159821511208158
Playing baseball	1045.0	4.0485908214117703e-4	0.8672137841572614	0.8827539208732026
Running	1050.0	0.001195309667385073	0.8155416078497436	0.7330605096860286
Hiking	1050.0	1.4691379215090675e-4	0.29042513192835184	0.26768145067446003
Biking	1050.0	7.588261237796896e-4	0.9144780911912783	0.8800845687614198
Walking	1050.0	0.003581882881047431	0.774706461841725	0.7187388524953956
Doing yoga	1050.0	3.5368872118392655e-4	0.8284630413898196	0.7927768223517345
Fishing	1050.0	0.001349683163695924	0.8074926130993567	0.7744828763681871
Dancing	1050.0	2.359078533159146e-4	0.3164567597893527	0.2983157065777078
Playing football	1050.0	8.010219600876016e-4	0.8286322612416959	0.7877517926517004
Softball	1050.0	2.838780666512376e-4	0.4767105397048369	0.46113562574286915
Playing soccer	1050.0	7.934302885967232e-4	0.9856316683640192	0.9906921574787287
Doing aerobics	1050.0	3.2952803946962575e-4	0.5387422388213502	0.48661309064113834
Hunting	1050.0	7.647022909588878e-4	0.7036071343165747	0.6531566821427955
Bowling	1050.0	2.882615209485901e-4	0.23384566920269265	0.22896894335278906
Rollerblading	1050.0	2.0153737604414548e-4	0.6329247206833687	0.6194602075846635
Golfing	1050.0	0.0014532410155143653	0.6197858424151903	0.5980518940800471
Boating	1050.0	4.0502626232367874e-4	0.6013583012051541	0.5831871542798684
Playing baseball	1050.0	4.177278734960242e-4	0.8947789142004	0.8776624312285124
Running	1055.0	0.0011011324421086634	0.7512859192859804	0.7649384969169022
Hiking	1055.0	1.0489825487090232e-4	0.20736711689153448	0.228815100625551
Biking	1055.0	7.276132144157881e-4	0.8768627259829054	0.897565873770492
Walking	1055.0	0.0032942169313381706	0.7124887184110877	0.730622550536657
Doing yoga	1055.0	3.510587797053407e-4	0.822302795994566	0.8203237738550682
Fishing	1055.0	0.001206035352515142	0.7215505568179866	0.7506626740034528
Dancing	1055.0	1.9675900677597016e-4	0.26394084329321604	0.29100809727718135
Playing football	1055.0	7.268094200611864e-4	0.7518617007343996	0.7858230096113171
Softball	1055.0	2.602399291858282e-4	0.43701550654612314	0.445116255745585
Playing soccer	1055.0	8.049967488500876e-4	1.0	0.9805920335226691
Doing aerobics	1055.0	3.289099783798819e-4	0.5377317766593052	0.534625483313819
Hunting	1055.0	6.081333590591116e-4	0.5595471271746174	0.6075671295552699
Bowling	1055.0	2.7947814326735197e-4	0.22672035180004343	0.2399658149095972
Rollerblading	1055.0	2.0667389792640797e-4	0.6490558807759903	0.658454901900135
Golfing	1055.0	0.0012873688872270198	0.5490438280719014	0.5688193827031327
Boating	1055.0	3.663837024257312e-4	0.5439841841759789	0.5699254810219622
Playing baseball	1055.0	4.066241552618398e-4	0.8709945953278762	0.8762482944447315
Running	1060.0	0.0010669854759995066	0.7279879636149827	0.7394810281360664
Hiking	1060.0	9.543160139547872e-5	0.1886530530567666	0.2145111399126195
Biking	1060.0	7.479381916465029e-4	0.9013568041372924	0.8922650384799172
Walking	1060.0	0.003258078235076428	0.7046724713571583	0.7241665223036337
Doing yoga	1060.0	3.458941766616256e-4	0.8102054841808191	0.865107310346325
Fishing	1060.0	0.0012083658467232604	0.722944852093015	0.7166038577054507
Dancing	1060.0	2.1814333816622014e-4	0.2926266887489753	0.29132971989226636
Playing football	1060.0	7.510860005149384e-4	0.7769750668578559	0.75400228736072
Softball	1060.0	2.5107362418248466e-4	0.42162272098579495	0.4424801057015995
Playing soccer	1060.0	7.696931593553234e-4	0.9561444322039881	0.9679771537392977
Doing aerobics	1060.0	3.225919144925384e-4	0.5274024344608015	0.5736749546464074
Hunting	1060.0	6.081333590591116e-4	0.5595471271746174	0.5581572119440849
Bowling	1060.0	3.196778066830039e-4	0.25933142372605555	0.25203811084637956
Rollerblading	1060.0	2.207889949512169e-4	0.693384104241046	0.6853374193496009
Golfing	1060.0	0.001260602778122016	0.5376284776223065	0.5428268040999357
Boating	1060.0	3.801570141319567e-4	0.5644339576847537	0.5646727380168878
Playing baseball	1060.0	4.028785112689323e-4	0.8629713738059183	0.8752266018927989
Running	1065.0	0.001083373409634409	0.7391692015072364	0.7333540069784162
Hiking	1065.0	1.2520648572228013e-4	0.24751324978955744	0.22435209277361076
Biking	1065.0	7.456303599825446e-4	0.8985755853195542	0.8947777172245548
Walking	1065.0	0.0034923338525581745	0.755338377142655	0.7393790376387487
Doing yoga	1065.0	4.1104589088378755e-4	0.9628136508635897	0.890892795020681
Fishing	1065.0	0.0011789003843102885	0.7053161642053501	0.7121291725169145
Dancing	1065.0	2.3662712978913373e-4	0.31742162763460763	0.305585120838438
Playing football	1065.0	7.087406243221509e-4	0.7331700944899042	0.7452234341877905
Softball	1065.0	2.7916863535765304e-4	0.4688020895728804	0.45102582177828343
Playing soccer	1065.0	7.62965476958477e-4	0.9477870290139049	0.9603087805664209
Doing aerobics	1065.0	4.0118324748917146e-4	0.6558906528191154	0.6128610903494363
