activity	time	p	p_peak	p_smooth
Biking	405.0	1.4659289154350647e-4	0.17666232545235414	0.16571167488278482
Walking	405.0	0.002427888124867233	0.5251150530118429	0.5126157335488858
Doing yoga	405.0	2.611548848727271e-4	0.6117163404907018	0.5799721169063168
Fishing	405.0	5.029551760496166e-4	0.30090957663575874	0.3001955241269669
Dancing	405.0	4.505474538703494e-6	0.006043833868990368	0.006043833868990368
Playing football	405.0	1.3995462730084356e-5	0.014477870154627714	0.015381259742715698
Softball	405.0	4.378769277478314e-5	0.07353176277877634	0.06714623895697212
Playing soccer	405.0	1.4337220845892736e-5	0.01781028416123792	0.01930852633417744
Doing aerobics	405.0	2.198868228135834e-4	0.35949086275197756	0.32517019536153274
Hunting	405.0	8.522129941008949e-4	0.784126253701672	0.7802493529428435
Bowling	405.0	8.77508873242147e-6	0.007118593179531835	0.007118593179531836
Rollerblading	405.0	1.6659663910099346e-5	0.052319392729757296	0.052319392729757296
Golfing	405.0	1.617445548754232e-4	0.06898166520854242	0.06767160608188542
Boating	405.0	3.6915840935116424e-5	0.054810389985428504	0.05097814972872943
Playing baseball	405.0	0.0	0.0	0.01484912605618967
Running	410.0	8.94329404535914e-4	0.6101873517999051	0.645169943333704
Hiking	410.0	5.6058973420188934e-5	0.11081964812808662	0.11426725974052176
Biking	410.0	1.2210425141793787e-4	0.14715052534938103	0.16537649399888096
Walking	410.0	0.0024087639184935386	0.520978779787029	0.5175279365754061
Doing yoga	410.0	2.452474408739661e-4	0.5744555271070075	0.5652494998278838
Fishing	410.0	5.132195772292491e-4	0.307050594285964	0.31062701278991217
Dancing	410.0	4.505474538703494e-6	0.006043833868990368	0.006043833868990368
Playing football	410.0	1.6615327774278787e-5	0.01718803891889167	0.016284649330803685
Softball	410.0	4.378769277478314e-5	0.07353176277877634	0.07353176277877634
Playing soccer	410.0	1.795546108051194e-5	0.02230501068005647	0.020806768507116952
Doing aerobics	410.0	1.9930251099801506e-4	0.32583776831435457	0.3309905482366106
Hunting	410.0	8.568059141538347e-4	0.7883522268088559	0.7863276076190088
Bowling	410.0	8.77508873242147e-6	0.007118593179531835	0.007118593179531836
Rollerblading	410.0	1.6659663910099346e-5	0.052319392729757296	0.052319392729757296
Golfing	410.0	1.974384787446919e-4	0.08420459687524068	0.08267492903196251
Boating	410.0	3.6356194733555394e-5	0.05397946142510294	0.055766960541559434
Playing baseball	410.0	2.0796960295838886e-5	0.04454737816856901	0.02969825211237934
Running	415.0	8.776482469234735e-4	0.5988060516471121	0.7226629128932824
Hiking	415.0	6.129097616544002e-5	0.12116248296539203	0.12653022160691008
Biking	415.0	1.4298687149745602e-4	0.17231663119490773	0.20687106560356586
Walking	415.0	0.0023417744231347512	0.5064899769273462	0.5867416187042261
Doing yoga	415.0	2.1754924272131339e-4	0.5095766318859422	0.5967732349980479
Fishing	415.0	5.414173876914088e-4	0.32392086744801374	0.3344658090343055
Dancing	415.0	4.505474538703494e-6	0.006043833868990368	0.006043833868990368
Playing football	415.0	1.6615327774278787e-5	0.01718803891889167	0.01718803891889167
Softball	415.0	4.378769277478314e-5	0.07353176277877634	0.0762382871896078
Playing soccer	415.0	1.795546108051194e-5	0.02230501068005647	0.02418065513752991
Doing aerobics	415.0	1.8817347487781982e-4	0.3076430136434996	0.3365040091818166
Hunting	415.0	8.547975753908051e-4	0.7865043423464982	0.8088001842159126
Bowling	415.0	8.77508873242147e-6	0.007118593179531835	0.007118593179531836
Rollerblading	415.0	1.6659663910099346e-5	0.052319392729757296	0.05507866313990913
Golfing	415.0	2.2237235019987496e-4	0.09483852501210445	0.10242597026883578
Boating	415.0	3.9408292568424964e-5	0.05851103021414685	0.05700050728446555
Playing baseball	415.0	2.0796960295838886e-5	0.04454737816856901	0.04454737816856901
Running	420.0	0.0014055645771444021	0.9589953352328301	0.8019498701887203
Hiking	420.0	7.466891484121092e-5	0.1476085337272516	0.1390999804860972
Biking	420.0	2.4988841682284016e-4	0.3011460402664089	0.2581499711869994
Walking	420.0	0.0033879238882017944	0.7327560993983032	0.621400341720248
Doing yoga	420.0	3.0152936999365066e-4	0.7062875460011941	0.5509460644454872
Fishing	420.0	6.224912117181302e-4	0.37242596536893874	0.36350057973338007
Dancing	420.0	4.505474538703494e-6	0.006043833868990368	0.006043833868990368
Playing football	420.0	1.6615327774278787e-5	0.01718803891889167	0.02205809107522061
Softball	420.0	4.862284651965484e-5	0.08165133601127074	0.07894481160043927
Playing soccer	420.0	2.2485124151306354e-5	0.027931944052476787	0.026056299595003347
Doing aerobics	420.0	2.3000394290393088e-4	0.3760312455875956	0.3237780467896825
Hunting	420.0	9.254846963161949e-4	0.8515439834923839	0.8265448823949525
Bowling	420.0	8.77508873242147e-6	0.007118593179531835	0.007118593179531836
Rollerblading	420.0	1.929550400333115e-5	0.06059720396021281	0.05418831410965933
Golfing	420.0	3.0067814093164615e-4	0.12823478891916223	0.12126218469688765
Boating	420.0	3.9408292568424964e-5	0.05851103021414685	0.056721544218384136
Playing baseball	420.0	2.0796960295838886e-5	0.04454737816856901	0.04454737816856901
Running	425.0	0.001242953431712141	0.8480482236862187	0.8890605499978762
Hiking	425.0	7.5134501744158e-5	0.14852892476564794	0.14822212775284915
Biking	425.0	2.497566474579075e-4	0.3009872420996815	0.3061713762530766
Walking	425.0	0.0028895014343066554	0.6249549488350946	0.6700890010075513
Doing yoga	425.0	1.8655362157809878e-4	0.43697401544932524	0.5247650828360932
Fishing	425.0	6.588100403688452e-4	0.39415490638318773	0.39708754433198673
Dancing	425.0	4.505474538703494e-6	0.006043833868990368	0.006043833868990368
Playing football	425.0	3.0738668994951846e-5	0.03179819538787848	0.03377595819662538
Softball	425.0	4.862284651965484e-5	0.08165133601127074	0.08165133601127074
Playing soccer	425.0	2.2485124151306354e-5	0.027931944052476787	0.027931944052476787
Doing aerobics	425.0	1.7595055637894503e-4	0.2876598811379525	0.3217437961795253
Hunting	425.0	9.146623969326769e-4	0.8415863213459756	0.847451027032143
Bowling	425.0	8.77508873242147e-6	0.007118593179531835	0.007118593179531836
Rollerblading	425.0	1.5809142822253763e-5	0.049648345639007906	0.05329796507940954
Golfing	425.0	3.299369524619945e-4	0.1407132401593963	0.14463176670674183
Boating	425.0	3.579253392889929e-5	0.0531425722268587	0.05493205822262142
Playing baseball	425.0	2.0796960295838886e-5	0.04454737816856901	0.04454737816856901
Running	430.0	0.0012606731105459573	0.8601380910745797	0.8583140844102856
Hiking	430.0	7.5134501744158e-5	0.14852892476564794	0.14852892476564794
Biking	430.0	2.625301290639964e-4	0.3163808463931394	0.3255166486857632
Walking	430.0	0.0030171156670469735	0.6525559547892559	0.6554581965099908
Doing yoga	430.0	1.840175674063877e-4	0.43103368705776046	0.47074831540244694
Fishing	430.0	7.098341381471037e-4	0.4246817612438337	0.41884498105174933
Dancing	430.0	4.505474538703494e-6	0.006043833868990368	0.006043833868990368
Playing football	430.0	5.059759950806995e-5	0.052341640283105985	0.04679684522701138
Softball	430.0	4.862284651965484e-5	0.08165133601127074	0.08165133601127074
Playing soccer	430.0	2.2485124151306354e-5	0.027931944052476787	0.032219582364494216
Doing aerobics	430.0	1.844406547995859e-4	0.30154026181302784	0.29783637059138107
Hunting	430.0	9.229619355264045e-4	0.8492227762580694	0.8473799870351906
Bowling	430.0	8.77508873242147e-6	0.007118593179531835	0.007118593179531836
Rollerblading	430.0	1.5809142822253763e-5	0.049648345639007906	0.05437705897318242
Golfing	430.0	3.8675962448709265e-4	0.16494727104166698	0.16387880463160845
Boating	430.0	3.579253392889929e-5	0.0531425722268587	0.0531425722268587
Playing baseball	430.0	2.0796960295838886e-5	0.04454737816856901	0.04454737816856901
Running	435.0	0.0012703726487337773	0.8667559384700584	0.8603914745331368
Hiking	435.0	7.5134501744158e-5	0.14852892476564794	0.14630382735767009
Biking	435.0	2.9804604323825694e-4	0.35918185756446874	0.351378691359511
Walking	435.0	0.003184985753255129	0.6888636859056221	0.6765749857351784
Doing yoga	435.0	2.3234660465008586e-4	0.544237243700255	0.48836401072386293
Fishing	435.0	7.315905850726319e-4	0.4376982755282264	0.43784677299111713
Dancing	435.0	4.505474538703494e-6	0.006043833868990368	0.006043833868990368
Playing football	435.0	5.437640807133275e-5	0.05625070001004967	0.05300103817979495
Softball	435.0	4.862284651965484e-5	0.08165133601127074	0.07580612574361918
Playing soccer	435.0	3.283972885556369e-5	0.04079485898852909	0.03510484428248198
Doing aerobics	435.0	1.8613416707163579e-4	0.30430896882316283	0.2974439359271661
Hunting	435.0	9.252530708290317e-4	0.8513308635015268	0.8527186307758856
Bowling	435.0	8.77508873242147e-6	0.007118593179531835	0.007118593179531836
Rollerblading	435.0	2.03263268393618e-5	0.06383448564153145	0.05910577230735694
Golfing	435.0	4.3606644617550494e-4	0.18597590269376205	0.18829293373301237
Boating	435.0	3.579253392889929e-5	0.0531425722268587	0.0531425722268587
Playing baseball	435.0	2.0796960295838886e-5	0.04454737816856901	0.035668065683656776
Running	440.0	0.0012520876971115048	0.8542803940547726	0.8472029803180625
Hiking	440.0	7.175775370647277e-5	0.1418536325417144	0.16949446435978943
Biking	440.0	3.141369550372176e-4	0.3785733701209249	0.3778485887784382
Walking	440.0	0.003182404112497453	0.6883053165106572	0.6808001254070958
Doing yoga	440.0	2.091151811398089e-4	0.48982110141357327	0.5040360024207718
Fishing	440.0	7.540916500501295e-4	0.45116028220129134	0.45231378313849374
Dancing	440.0	4.505474538703494e-6	0.006043833868990368	0.006043833868990368
Playing football	440.0	4.8731070566500666e-5	0.050410774246229195	0.05544378517312923
Softball	440.0	3.818049092807328e-5	0.06411570520831605	0.06996091547596761
Playing soccer	440.0	2.9453003541989707e-5	0.036587729806440074	0.03799010620046975
Doing aerobics	440.0	1.7523044451727858e-4	0.28648257714530767	0.2979357455582747
Hunting	440.0	9.320690130683486e-4	0.8576022525680608	0.8555117895458828
Bowling	440.0	8.77508873242147e-6	0.007118593179531835	0.007118593179531836
Rollerblading	440.0	2.03263268393618e-5	0.06383448564153145	0.06580602848650614
Golfing	440.0	5.016718228325355e-4	0.2139556274636081	0.2060394012310438
Boating	440.0	3.579253392889929e-5	0.0531425722268587	0.0531425722268587
Playing baseball	440.0	8.361029150511178e-6	0.017909440713832298	0.026788753198744537
Running	445.0	0.0012026834219201568	0.8205726084293568	0.8801581459546801
Hiking	445.0	1.1032798932308769e-4	0.21810083577200598	0.20990514114644043
Biking	445.0	3.28423614699343e-4	0.3957905386499211	0.4175654340668428
Walking	445.0	0.0030757209177049976	0.6652313738050079	0.7311881836728334
Doing yoga	445.0	2.0408970010787534e-4	0.4780496621484873	0.546300868170536
Fishing	445.0	7.823767708901592e-4	0.4680827916859635	0.46746803673503573
Dancing	445.0	4.505474538703494e-6	0.006043833868990368	0.006043833868990368
Playing football	445.0	5.7681661073570565e-5	0.05966988126310883	0.05587404679864772
Softball	445.0	3.818049092807328e-5	0.06411570520831605	0.06411570520831605
Playing soccer	445.0	2.9453003541989707e-5	0.036587729806440074	0.04266628775280795
Doing aerobics	445.0	1.853431182701653e-4	0.3030156907063535	0.313482369638961
Hunting	445.0	9.320690130683486e-4	0.8576022525680608	0.8585970666952741
Bowling	445.0	8.77508873242147e-6	0.007118593179531835	0.007118593179531836
Rollerblading	445.0	2.2209676748522263e-5	0.06974911417645556	0.06580602848650614
Golfing	445.0	5.115925555595424e-4	0.2181866735357613	0.23195398950884352
Boating	445.0	3.579253392889929e-5	0.0531425722268587	0.0531425722268587
Playing baseball	445.0	8.361029150511178e-6	0.017909440713832298	0.017909440713832298
Running	450.0	0.0014152762110900324	0.965621435379911	0.8676501617830676
Hiking	450.0	1.3646065899534403e-4	0.26976095512560094	0.2551691495216916
Biking	450.0	3.9691614209332206e-4	0.47833239342968237	0.4490103319831853
Walking	450.0	0.003883898692030152	0.8400278607028355	0.7499723127851641
Doing yoga	450.0	2.864779499408794e-4	0.6710318409495476	0.5131595924258033
Fishing	450.0	8.075792960744297e-4	0.48316103631785245	0.4803374057782402
Dancing	450.0	4.505474538703494e-6	0.006043833868990368	0.004890930504424434
Playing football	450.0	5.5624183568657164e-5	0.05754148488660516	0.05825095034543972
Softball	450.0	3.818049092807328e-5	0.06411570520831605	0.06411570520831605
Playing soccer	450.0	4.4132661695558715e-5	0.054823403645543695	0.05615055015515641
Doing aerobics	450.0	2.1466199458087997e-4	0.35094884106522184	0.31016770094303153
Hunting	450.0	9.353125986080141e-4	0.8605866949497005	0.8590251484666487
Bowling	450.0	8.77508873242147e-6	0.007118593179531835	0.007118593179531836
Rollerblading	450.0	2.03263268393618e-5	0.06383448564153145	0.06580602848650614
Golfing	450.0	6.183559081550418e-4	0.26371966752716125	0.25314983077091635
Boating	450.0	3.579253392889929e-5	0.0531425722268587	0.056936478524519
Playing baseball	450.0	8.361029150511178e-6	0.017909440713832298	0.017909440713832298
Running	455.0	0.0011970902049323598	0.8167564415399352	0.8542689614694382
Hiking	455.0	1.404491965668561e-4	0.27764565766746796	0.2750174234868456
Biking	455.0	3.9241507966923325e-4	0.4729080638699524	0.4783351531659852
Walking	455.0	0.003442951379689038	0.7446577038476486	0.7825394683606047
Doing yoga	455.0	1.6666900725776976e-4	0.3903972741793749	0.4777722553530594
Fishing	455.0	8.186231532858082e-4	0.4897683893309047	0.4903652554754541
Dancing	455.0	1.9271226842844034e-6	0.002585123775292566	0.0037380271398585
Playing football	455.0	5.5624183568657164e-5	0.05754148488660516	0.06165664356077389
Softball	455.0	3.818049092807328e-5	0.06411570520831605	0.06411570520831605
Playing soccer	455.0	6.201736572558565e-5	0.07704051701348545	0.06919878154272342
Doing aerobics	455.0	1.6914807600325248e-4	0.2765385710575194	0.30064048237832197
Hunting	455.0	9.334647711355513e-4	0.8588864978821846	0.8635714169074425
Bowling	455.0	8.77508873242147e-6	0.007118593179531835	0.007118593179531836
Rollerblading	455.0	2.03263268393618e-5	0.06383448564153145	0.061075215231379605
Golfing	455.0	6.507684806087621e-4	0.2775431512498266	0.2821410540663219
Boating	455.0	4.3458338246898037e-5	0.06452429111983962	0.06516014852131534
Playing baseball	455.0	8.361029150511178e-6	0.017909440713832298	0.022373580471009836
Running	460.0	0.0011438464063388094	0.7804290074884683	0.786802406986884
Hiking	460.0	1.404491965668561e-4	0.27764565766746796	0.28153692852927475
Biking	460.0	4.0142407453437953e-4	0.48376500219832086	0.48287882510361496
Walking	460.0	0.0035274471241552217	0.7629328405313298	0.767991721525089
Doing yoga	460.0	1.587668503123076e-4	0.3718876509302556	0.40416345965075
Fishing	460.0	8.326599054409052e-4	0.49816634077760513	0.5002246742083848
Dancing	460.0	1.9271226842844034e-6	0.002585123775292566	0.002585123775292566
Playing football	460.0	6.755830424475037e-5	0.06988696090911135	0.06577180223494263
Softball	460.0	3.818049092807328e-5	0.06411570520831605	0.07050122903012028
Playing soccer	460.0	6.096435507769507e-5	0.07573242396914115	0.07616845498392259
Doing aerobics	460.0	1.6786081172912327e-4	0.2744340350122247	0.27676326963789805
Hunting	460.0	9.468920942556906e-4	0.8712410578904426	0.8725585527372021
Bowling	460.0	8.77508873242147e-6	0.007118593179531835	0.007118593179531836
Rollerblading	460.0	1.7690486746129996e-5	0.05555667441107593	0.05831594482122777
Golfing	460.0	7.155238100327386e-4	0.3051603434219778	0.3066877381036656
Boating	460.0	5.240892875396794e-5	0.07781358221724771	0.07555315327675084
Playing baseball	460.0	1.4613285137414716e-5	0.03130185998536492	0.030481763429279874
Running	465.0	0.001118626387137642	0.7632217719322487	0.7651357213473665
Hiking	465.0	1.463544846677708e-4	0.2893194702528883	0.2838391955819308
Biking	465.0	4.0822704280500557e-4	0.49196340924257165	0.4857258514179886
Walking	465.0	0.003682112617247451	0.7963846201962886	0.7726941316186703
Doing yoga	465.0	1.922024076928027e-4	0.4502054538426196	0.4580133416370383
Fishing	465.0	8.570178590474908e-4	0.5127392925166445	0.5134824928143599
Dancing	465.0	1.9271226842844034e-6	0.002585123775292566	0.002585123775292566
Playing football	465.0	6.755830424475037e-5	0.06988696090911135	0.07860141457205688
Softball	465.0	4.9588106280221196e-5	0.08327227667372872	0.07227676617146898
Playing soccer	465.0	6.096435507769507e-5	0.07573242396914115	0.0796203671842756
Doing aerobics	465.0	1.7084765888168745e-4	0.27931720284395006	0.26956628468015126
Hunting	465.0	9.646151014806629e-4	0.8875481024389793	0.8837784509270218
Bowling	465.0	8.77508873242147e-6	0.007118593179531835	0.007118593179531836
Rollerblading	465.0	1.7690486746129996e-5	0.05555667441107593	0.04722775591811509
Golfing	465.0	7.910232019041125e-4	0.3373597196391924	0.3350862688825098
Boating	465.0	5.6792193509403875e-5	0.0843215864931652	0.09102578326615518
Playing baseball	465.0	1.971695396497189e-5	0.042233989588642405	0.038589946387549916
Running	470.0	0.0011018219860364812	0.7517563846213824	0.754836465324282
Hiking	470.0	1.4394305518374646e-4	0.2845524588254363	0.2945258221172309
Biking	470.0	3.9950239416012694e-4	0.4814491428130732	0.4925835243515712
Walking	470.0	0.0035081766606573465	0.7587649341283925	0.770908990045017
Doing yoga	470.0	2.3563803162251687e-4	0.5519469201382396	0.517193090300773
Fishing	470.0	8.851024780605751e-4	0.52954184514883	0.5257021115769723
Dancing	470.0	1.9271226842844034e-6	0.002585123775292566	0.002585123775292566
Playing football	470.0	9.28305597941242e-5	0.09603032189794795	0.09003035156158512
Softball	470.0	4.135245384250111e-5	0.0694423166323622	0.07526506852153833
Playing soccer	470.0	7.035370002138604e-5	0.0873962536145445	0.08520050425475285
Doing aerobics	470.0	1.5594171400494e-4	0.25494761618427897	0.2817836383920059
Hunting	470.0	9.700471823915753e-4	0.8925461924516432	0.890880162447422
Bowling	470.0	8.77508873242147e-6	0.007118593179531835	0.007118593179531836
Rollerblading	470.0	9.734145382762885e-6	0.030569918932193393	0.038898837425154244
Golfing	470.0	8.505305930216998e-4	0.36273874358635916	0.36270887986671035
Boating	470.0	7.472167067467024e-5	0.11094218108805262	0.10335377742328157
Playing baseball	470.0	1.971695396497189e-5	0.042233989588642405	0.042233989588642405
Running	475.0	0.0010985606716585443	0.7495312394192151	0.8337625413468658
Hiking	475.0	1.5666693384575758e-4	0.30970553727336814	0.2828818197461005
Biking	475.0	4.1849539014204097e-4	0.5043380209990687	0.5106060836212212
Walking	475.0	0.0035026861274763733	0.7575774158103696	0.8352405135028448
Doing yoga	475.0	2.345621794186558e-4	0.5494268969214599	0.6589141714366035
Fishing	475.0	8.939333342369088e-4	0.5348251970654423	0.5475661699717391
Dancing	475.0	1.9271226842844034e-6	0.002585123775292566	0.002585123775292566
Playing football	475.0	1.0070266732573105e-4	0.10417377187769605	0.1025737049889387
Softball	475.0	4.35190355356602e-5	0.07308061225852408	0.07186784704980345
Playing soccer	475.0	7.44403316773112e-5	0.09247283518057291	0.09467135442738596
Doing aerobics	475.0	1.9027947686840578e-4	0.31108609614778854	0.30573495904585396
Hunting	475.0	9.700471823915753e-4	0.8925461924516432	0.8985896376423379
Bowling	475.0	8.77508873242147e-6	0.007118593179531835	0.007118593179531836
Rollerblading	475.0	9.734145382762885e-6	0.030569918932193393	0.0387572930158211
Golfing	475.0	9.09827915535104e-4	0.38802817637457937	0.3922859028419679
Boating	475.0	7.731834491436262e-5	0.11479756468862688	0.11531679336055328
Playing baseball	475.0	1.971695396497189e-5	0.042233989588642405	0.042233989588642405
Running	480.0	0.0014656636226527125	1.0	0.8560724558771758
Hiking	480.0	1.2868385954522865e-4	0.2543874631394971	0.26702995020794024
Biking	480.0	4.5309194090233237e-4	0.5460310870515216	0.49453036691368474
Walking	480.0	0.004574429877790857	0.9893791905697717	0.8717883220701491
Doing yoga	480.0	3.737137562291696e-4	0.8753686972501109	0.739945704365728
Fishing	480.0	9.666518706536767e-4	0.5783314677009451	0.5635696823223743
Dancing	480.0	1.9271226842844034e-6	0.002585123775292566	0.0017234158501950442
Playing football	480.0	1.0393451846573992e-4	0.10751702119117208	0.10426821386151264
Softball	480.0	4.35190355356602e-5	0.07308061225852408	0.06080075875505442
Playing soccer	480.0	8.38363658711429e-5	0.10414497448704046	0.10984109290057616
Doing aerobics	480.0	2.1479798151671008e-4	0.3511711648054944	0.35620076765678044
Hunting	480.0	9.897517994592983e-4	0.9106765280237273	0.9007398596527008
Bowling	480.0	8.77508873242147e-6	0.007118593179531835	0.007118593179531836
Rollerblading	480.0	1.7555274036378734e-5	0.055132041183076505	0.05216873304675531
Golfing	480.0	9.990751125622849e-4	0.42609078856496524	0.4091142392259659
Boating	480.0	8.096415033521699e-5	0.12021063430498037	0.13147842358423453
Playing baseball	480.0	1.971695396497189e-5	0.042233989588642405	0.042233989588642405
Running	485.0	0.0011999184764911808	0.8186861282123125	0.8822086215851619
Hiking	485.0	1.1988668391446767e-4	0.23699685021095543	0.2559456599207501
Biking	485.0	3.5948391614409544e-4	0.4332219926904642	0.4709730177793387
Walking	485.0	0.00401511693918224	0.8684083598303057	0.9080043388383947
Doing yoga	485.0	3.3942035319426393e-4	0.7950415189256133	0.8015037561571962
Fishing	485.0	9.653496685459983e-4	0.5775523822007355	0.5825100023366406
Dancing	485.0	0.0	0.0	8.617079250975221e-4
Playing football	485.0	9.774470162271192e-5	0.10111384851566979	0.10945123593841997
Softball	485.0	2.158131370460652e-5	0.036241051748115094	0.048520905251584756
Playing soccer	485.0	1.0698847047685864e-4	0.1329054690341151	0.123884541097676
Doing aerobics	485.0	2.4854573373907403e-4	0.4063450420170584	0.39409973308824825
Hunting	485.0	9.770579684561247e-4	0.8989968584827319	0.9058787106349359
Bowling	485.0	8.77508873242147e-6	0.007118593179531835	0.004745728786354556
Rollerblading	485.0	2.2545652080855978e-5	0.07080423902499601	0.0655801730776895
Golfing	485.0	9.689051684756965e-4	0.4132237527383532	0.4281985789594909
Boating	485.0	1.0737716741980561e-4	0.15942707175909637	0.1463549259410577
Playing baseball	485.0	1.971695396497189e-5	0.042233989588642405	0.042233989588642405
Running	490.0	0.0012134811535999999	0.8279397365431734	0.829222972501431
Hiking	490.0	1.3984571274226537e-4	0.2764526664117977	0.26674458483226565
Biking	490.0	3.598523277144197e-4	0.43366597359603026	0.4413285222651908
Walking	490.0	0.004005024252448959	0.8662254661151068	0.8767828184041021
Doing yoga	490.0	3.134035550586837e-4	0.734101052295864	0.7458528046182403
Fishing	490.0	9.889067022537982e-4	0.5916461571082414	0.5916220993919059
Dancing	490.0	0.0	0.0	0.009020568335022678
Playing football	490.0	1.1573363352417593e-4	0.11972283810841806	0.11351984157750196
Softball	490.0	2.158131370460652e-5	0.036241051748115094	0.0445156581310908
Playing soccer	490.0	1.0835512210124117e-4	0.13460317977187242	0.13403727619262
Doing aerobics	490.0	2.5982352340844355e-4	0.424782992442192	0.43011176235783727
Hunting	490.0	9.868023754276514e-4	0.9079627453983485	0.9152214251205933
Bowling	490.0	0.0	0.0	0.002372864393177278
Rollerblading	490.0	2.2545652080855978e-5	0.07080423902499601	0.07080423902499601
Golfing	490.0	0.0010440717624743668	0.4452811955751542	0.44829176681844635
Boating	490.0	1.0737716741980561e-4	0.15942707175909637	0.16215125135838412
Playing baseball	490.0	1.971695396497189e-5	0.042233989588642405	0.04697075616748458
Running	495.0	0.0012326862074987126	0.8410430527488069	0.8492529256702479
Hiking	495.0	1.450720178224025e-4	0.2867842378740437	0.285389573687762
Biking	495.0	3.7929569196289213e-4	0.45709760050907794	0.4402020877238397
Walking	495.0	0.004141368447150383	0.8957146292668935	0.877532652840746
Doing yoga	495.0	3.024379856789404e-4	0.7084158426332436	0.7182403389105202
Fishing	495.0	0.0010123431021842669	0.6056677588667408	0.6066671142298253
Dancing	495.0	2.0173589399903017e-5	0.02706170500506803	0.019247071981425196
Playing football	495.0	1.1573363352417593e-4	0.11972283810841806	0.12947711702461207
Softball	495.0	3.636373867733866e-5	0.061064870897042205	0.05414903570736096
Playing soccer	495.0	1.0835512210124117e-4	0.13460317977187242	0.13640371970384566
Doing aerobics	495.0	2.80879527833699e-4	0.4592072526142615	0.458829661597354
Hunting	495.0	0.001020213664422748	0.9387046714806999	0.9339505362700177
Bowling	495.0	0.0	0.0	0.0012546442174399886
Rollerblading	495.0	2.2545652080855978e-5	0.07080423902499601	0.06946052753324951
Golfing	495.0	0.0011404154404501313	0.48637035214183166	0.482984045700485
Boating	495.0	1.1288152785909811e-4	0.1675996105569596	0.16926241833964376
Playing baseball	495.0	2.635103775536266e-5	0.05644428932516891	0.04697075616748458
Running	500.0	0.0012879899976600982	0.8787759877187633	0.8499882568822503
Hiking	500.0	1.4818181800824986e-4	0.29293181677744456	0.2908826238096443
Biking	500.0	3.566797988067686e-4	0.4298426890664109	0.4416778384697923
Walking	500.0	0.004025517597745937	0.870657863140238	0.8721300803460587
Doing yoga	500.0	3.0405528367282255e-4	0.7122041218024526	0.7064177919749223
Fishing	500.0	0.0010407906183264144	0.6226874267144936	0.6172683733037876
Dancing	500.0	2.2870541843594023e-5	0.030679510939207556	0.029473575627827712
Playing football	500.0	1.4402142286868908e-4	0.1489856748570001	0.13923139594080608
Softball	500.0	3.8791157250542355e-5	0.06514118447692559	0.06378241328363111
Playing soccer	500.0	1.127034084754808e-4	0.1400047995677921	0.14091689069794863
Doing aerobics	500.0	3.012426582727134e-4	0.4924987397356086	0.49301338151686847
Hunting	500.0	0.0010381241238647098	0.9551841919310048	0.9475443080939109
Bowling	500.0	4.639799209475036e-6	0.0037639326523199656	0.0025092884348799772
Rollerblading	500.0	2.1262048773745958e-5	0.06677310454975653	0.06811681604150303
Golfing	500.0	0.0012129390224755487	0.517300589384469	0.512269945561969
Boating	500.0	1.2174568637468028e-4	0.18076057270287538	0.1772168381787049
Playing baseball	500.0	1.971695396497189e-5	0.042233989588642405	0.04851573693400055
Running	505.0	0.0012167143982240993	0.8301457301791808	0.8803419389833161
Hiking	505.0	1.4818181800824986e-4	0.29293181677744456	0.3001414338230366
Biking	505.0	3.635260238773012e-4	0.4380932258338881	0.44845801248076483
Walking	505.0	0.003930087294186081	0.8500177486310447	0.9068918705904275
Doing yoga	505.0	2.982616550659924e-4	0.6986334114890708	0.7359763593129783
Fishing	505.0	0.0010420651113364023	0.6234499343301283	0.6265640732613394
Dancing	505.0	2.2870541843594023e-5	0.030679510939207556	0.030679510939207556
Playing football	505.0	1.4402142286868908e-4	0.1489856748570001	0.15046319474112227
Softball	505.0	3.8791157250542355e-5	0.06514118447692559	0.06514118447692559
Playing soccer	505.0	1.1925438603301342e-4	0.14814269275418135	0.15445513955367388
Doing aerobics	505.0	3.2255014884346024e-4	0.5273341522007353	0.5810113249433065
Hunting	505.0	0.0010311247875359386	0.9487440608700277	0.9586059472089384
Bowling	505.0	4.639799209475036e-6	0.0037639326523199656	0.003763932652319965
Rollerblading	505.0	2.1262048773745958e-5	0.06677310454975653	0.06677310454975653
Golfing	505.0	0.0012500758429601782	0.5331388951596064	0.534368388035409
Boating	505.0	1.2344952692616823e-4	0.18329033127627972	0.19191944581861287
Playing baseball	505.0	2.188077852525125e-5	0.04686893188819032	0.045323951121674345
Running	510.0	0.0013661510705060033	0.9321040990520043	0.8311163761521354
Hiking	510.0	1.5912293911327576e-4	0.3145606679142206	0.30898175443422415
Biking	510.0	3.9617408373473584e-4	0.47743812254199547	0.4585671634390822
Walking	510.0	0.004623535567951957	1.0	0.9004191535962045
Doing yoga	510.0	3.4029555334166053e-4	0.7970915446474116	0.7100647299400059
Fishing	510.0	0.0010589549826793257	0.6335548587393964	0.6324740547249235
Dancing	510.0	2.2870541843594023e-5	0.030679510939207556	0.030679510939207556
Playing football	510.0	1.48306288166624e-4	0.15341823450936667	0.15307355214725546
Softball	510.0	3.8791157250542355e-5	0.06514118447692559	0.062434660066094126
Playing soccer	510.0	1.4104986104318795e-4	0.1752179263390482	0.17405523001673784
Doing aerobics	510.0	4.423544652997902e-4	0.7232010828935755	0.6627032322155445
